Date,^GSPC,^DJI,^IXIC
2016-03-16,2027.219970703125,17325.759765625,4763.97021484375
2016-03-17,2040.5899658203125,17481.490234375,4774.990234375
2016-03-18,2049.580078125,17602.30078125,4795.64990234375
2016-03-21,2051.60009765625,17623.869140625,4808.8701171875
2016-03-22,2049.800048828125,17582.5703125,4821.66015625
2016-03-23,2036.7099609375,17502.58984375,4768.85986328125
2016-03-24,2035.93994140625,17515.73046875,4773.5
2016-03-28,2037.050048828125,17535.390625,4766.7900390625
2016-03-29,2055.010009765625,17633.109375,4846.6201171875
2016-03-30,2063.949951171875,17716.66015625,4869.2900390625
2016-03-31,2059.739990234375,17685.08984375,4869.85009765625
2016-04-01,2072.780029296875,17792.75,4914.5400390625
2016-04-04,2066.1298828125,17737.0,4891.7998046875
2016-04-05,2045.1700439453125,17603.3203125,4843.93017578125
2016-04-06,2066.659912109375,17716.05078125,4920.72021484375
2016-04-07,2041.9100341796875,17541.9609375,4848.3701171875
2016-04-08,2047.5999755859375,17576.9609375,4850.68994140625
2016-04-11,2041.989990234375,17556.41015625,4833.39990234375
2016-04-12,2061.719970703125,17721.25,4872.08984375
2016-04-13,2082.419921875,17908.279296875,4947.419921875
2016-04-14,2082.780029296875,17926.4296875,4945.89013671875
2016-04-15,2080.72998046875,17897.4609375,4938.22021484375
2016-04-18,2094.340087890625,18004.16015625,4960.02001953125
2016-04-19,2100.800048828125,18053.599609375,4940.330078125
2016-04-20,2102.39990234375,18096.26953125,4948.1298828125
2016-04-21,2091.47998046875,17982.51953125,4945.89013671875
2016-04-22,2091.580078125,18003.75,4906.22998046875
2016-04-25,2087.7900390625,17977.240234375,4895.7900390625
2016-04-26,2091.699951171875,17990.3203125,4888.27978515625
2016-04-27,2095.14990234375,18041.55078125,4863.14013671875
2016-04-28,2075.81005859375,17830.759765625,4805.2900390625
2016-04-29,2065.300048828125,17773.640625,4775.35986328125
2016-05-02,2081.429931640625,17891.16015625,4817.58984375
2016-05-03,2063.3701171875,17750.91015625,4763.22021484375
2016-05-04,2051.1201171875,17651.259765625,4725.64013671875
2016-05-05,2050.6298828125,17660.7109375,4717.08984375
2016-05-06,2057.139892578125,17740.630859375,4736.16015625
2016-05-09,2058.68994140625,17705.91015625,4750.2099609375
2016-05-10,2084.389892578125,17928.349609375,4809.8798828125
2016-05-11,2064.4599609375,17711.119140625,4760.68994140625
2016-05-12,2064.110107421875,17720.5,4737.330078125
2016-05-13,2046.6099853515625,17535.3203125,4717.68017578125
2016-05-16,2066.659912109375,17710.7109375,4775.4599609375
2016-05-17,2047.2099609375,17529.98046875,4715.72998046875
2016-05-18,2047.6300048828125,17526.619140625,4739.1201171875
2016-05-19,2040.0400390625,17435.400390625,4712.52978515625
